device_name,compute_capability,dtype,q_heads,kv_heads,head_dim,batch_size,seq_len,page_size,num_splits,sm_margin,contiguous_median_us,paged_identity_median_us,paged_shuffled_median_us,paged_identity_overhead_pct,paged_shuffled_overhead_pct,contiguous_tokens_per_sec,paged_identity_tokens_per_sec,paged_shuffled_tokens_per_sec,all_layouts_present,identity_correctness_passed,shuffled_correctness_passed,identity_max_abs_diff,shuffled_max_abs_diff
NVIDIA H100 80GB HBM3,9.0,bf16,32,8,128,8,4096,16,0,0,107.744000852108,108.0000028014183,108.39999839663506,0.2376020449265548,0.6088483250473509,74250.0736628575,74074.0721526624,73800.73909898079,True,True,True,0.00048828125,0.00048828125
NVIDIA H100 80GB HBM3,9.0,bf16,32,8,128,8,4096,128,0,0,107.55199939012527,107.45599865913391,107.80800133943558,-0.0892598292321245,0.23802621128568013,74382.62464076989,74449.07776044375,74205.994922509,True,True,True,0.00048828125,0.00048828125
NVIDIA H100 80GB HBM3,9.0,bf16,32,8,128,8,8192,16,0,0,152.44799852371216,151.39199793338776,153.1199961900711,-0.6926956080437807,0.4408045188303511,52476.91066770981,52842.95147171509,52246.605270740925,True,True,True,0.00048828125,0.00048828125
NVIDIA H100 80GB HBM3,9.0,bf16,32,8,128,8,8192,128,0,0,152.38399803638458,151.2639969587326,152.44799852371216,-0.7349860169599709,0.04199948036032186,52498.9506974994,52887.66765949294,52476.91066770981,True,True,True,0.000244140625,0.000244140625
NVIDIA H100 80GB HBM3,9.0,bf16,32,8,128,8,16384,16,0,0,238.71999979019165,239.04000222682953,241.08800292015076,0.13404927820004353,0.9919584165718476,33512.06437261692,33467.20183012988,33182.90376584865,True,True,True,0.000244140625,0.000244140625
NVIDIA H100 80GB HBM3,9.0,bf16,32,8,128,8,16384,128,0,0,239.51999843120575,237.44000494480133,239.3600046634674,-0.8684007598646626,-0.0667976656589242,33400.133819296665,33692.72167030064,33422.459241876044,True,True,True,0.000244140625,0.000244140625
NVIDIA H100 80GB HBM3,9.0,bf16,32,8,128,8,32768,16,0,0,414.5280122756958,414.11200165748596,418.3039963245392,-0.10035766121715417,0.910911672317094,19299.057634443605,19318.445174203956,19124.847169265955,True,True,True,0.0001220703125,0.0001220703125
NVIDIA H100 80GB HBM3,9.0,bf16,32,8,128,8,32768,128,0,0,416.03198647499084,412.1280014514923,416.1120057106018,-0.9383857853278776,0.019233914269189967,19229.290679746588,19411.444919598856,19225.592845700903,True,True,True,0.0001220703125,0.0001220703125
NVIDIA H100 80GB HBM3,9.0,bf16,32,8,128,16,1024,16,0,0,84.48000252246857,85.4720026254654,85.63199639320374,1.174242511099588,1.3636290676350082,189393.9337388702,187195.80106378582,186846.04673388012,True,True,True,0.0009765625,0.0009765625
NVIDIA H100 80GB HBM3,9.0,bf16,32,8,128,16,1024,128,0,0,84.48000252246857,84.95999872684479,84.6719965338707,0.5681773082908625,0.22726563171096004,189393.9337388702,188323.91995957604,188964.4824142022,True,True,True,0.0009765625,0.0009765625
NVIDIA H100 80GB HBM3,9.0,bf16,32,8,128,16,2048,16,0,0,106.4319983124733,106.59199953079224,107.32799768447876,0.15033187467663467,0.841851497868995,150330.72998428217,150105.07421223418,149075.73368727663,True,True,True,0.0009765625,0.0009765625
NVIDIA H100 80GB HBM3,9.0,bf16,32,8,128,16,2048,128,0,0,106.11200332641602,106.65600001811981,106.6880002617836,0.5126627286739405,0.5428197727977313,150784.0724746442,150015.00147466394,149970.00563081427,True,True,True,0.0009765625,0.0009765625
NVIDIA H100 80GB HBM3,9.0,bf16,32,8,128,16,4096,16,0,0,150.11200308799744,150.176003575325,151.90400183200836,0.04263515642386473,1.193774453173102,106587.07945307085,106541.65525169771,105329.68063405273,True,True,True,0.00048828125,0.00048828125
NVIDIA H100 80GB HBM3,9.0,bf16,32,8,128,16,4096,128,0,0,150.4960060119629,150.4639983177185,151.7760008573532,-0.021268135342966676,0.8505174850212072,106315.11376274108,106337.72981503878,105418.51089512902,True,True,True,0.00048828125,0.00048828125
NVIDIA H100 80GB HBM3,9.0,bf16,32,8,128,16,8192,16,0,0,236.92800104618073,236.86400055885315,239.99999463558197,-0.027012631282485877,1.296593722918571,67531.06399138263,67549.31083765306,66666.66815678282,True,True,True,0.000244140625,0.000244140625
NVIDIA H100 80GB HBM3,9.0,bf16,32,8,128,16,8192,128,0,0,237.0239943265915,236.09599471092224,237.88799345493317,-0.3915213809073559,0.36451968957673664,67503.71431996822,67769.04461928939,67258.54368531269,True,True,True,0.000244140625,0.000244140625
NVIDIA H100 80GB HBM3,9.0,bf16,32,8,128,16,16384,16,0,0,412.6400053501129,411.9360148906708,415.3279960155487,-0.17060644879665077,0.6514130066364032,38774.71838055176,38840.98360335513,38523.76953515314,True,True,True,0.000244140625,0.000244140625
NVIDIA H100 80GB HBM3,9.0,bf16,32,8,128,16,16384,128,0,0,413.08799386024475,409.824013710022,414.94399309158325,-0.7901416160080998,0.44929875932593344,38732.66770714497,39041.14806537685,38559.42070829931,True,True,True,0.000244140625,0.000244140625
NVIDIA H100 80GB HBM3,9.0,bf16,32,8,128,16,32768,16,0,0,766.7840123176575,758.7199807167053,768.2560086250305,-1.051669240804598,0.19197013549145936,20866.371420080734,21088.148996532305,20826.390969119333,True,True,True,0.0001220703125,0.0001220703125
NVIDIA H100 80GB HBM3,9.0,bf16,32,8,128,16,32768,128,0,0,766.8000161647797,760.9599828720093,769.0240144729614,-0.7616110028244139,0.2900362886408603,20865.93591902288,21026.072802952032,20805.59215171629,True,True,True,0.000244140625,0.000244140625
NVIDIA H100 80GB HBM3,9.0,bf16,32,8,128,32,1024,16,0,0,108.83200168609619,108.47999900579453,109.79200154542923,-0.32343674181142257,0.882093358993763,294031.162748412,294985.25344096567,291460.2115779735,True,True,True,0.0009765625,0.0009765625
NVIDIA H100 80GB HBM3,9.0,bf16,32,8,128,32,1024,128,0,0,108.46399888396263,108.35199803113937,109.02400314807892,-0.10326085519222206,0.5163042759610992,295028.76834030764,295333.7324781357,293513.34638241876,True,True,True,0.0009765625,0.0009765625
NVIDIA H100 80GB HBM3,9.0,bf16,32,8,128,32,2048,16,0,0,152.25599706172943,152.0320028066635,153.28000485897064,-0.14711686855599648,0.6725566263416471,210172.34537583555,210481.9999029668,208768.26060543547,True,True,True,0.0009765625,0.0009765625
